300049,福瑞股份
300068,南都电源
300075,数字政通
300077,国民技术
300079,数码视讯
300080,易成新能
300083,创世纪
300085,银之杰
300087,荃银高科
300088,长信科技
300100,双林股份
300101,振芯科技
300102,乾照光电
300113,顺网科技
300119,瑞普生物
300129,泰胜风能
300130,新国都
300133,华策影视
300134,大富科技
300151,昌红科技
300166,东方国信
300170,汉得信息
300171,东富龙
300180,华峰超纤
300181,佐力药业
300182,捷成股份
300183,东软载波
300184,力源信息
300185,通裕重工
300188,国投智能
300224,正海磁材
300226,上海钢联
300229,拓尔思
300232,洲明科技
300236,上海新阳
300244,迪安诊断
300253,卫宁健康
300257,开山股份
300260,新莱应材
300261,雅本化学
300276,三丰智能
300284,苏交科
300294,博雅生物
300296,利亚德
300298,三诺生物
300303,聚飞光电
300315,掌趣科技
300319,麦捷科技
300323,华灿光电
300327,中颖电子
300337,银邦股份
300348,长亮科技
300352,北信源
300357,我武生物
300360,炬华科技
300363,博腾股份
300393,中来股份
300398,飞凯材料
300401,花园生物
300406,九强生物
300409,道氏技术
300415,伊之密
300416,苏试试验
300428,立中集团
300432,富临精工
300438,鹏辉能源
300443,金雷股份
300446,航天智造
300451,创业慧康
300455,航天智装
300456,赛微电子
300457,赢合科技
300459,汤姆猫
300463,迈克生物
300468,四方精创
300470,中密控股
300475,香农芯创
300482,万孚生物
300492,华图山鼎
300493,润欣科技
300525,博思软件
300548,长芯博创
300568,星源材质
300570,太辰光
300576,容大感光
300579,数字认证
300580,贝斯特
300593,新雷能
300596,利安隆
300598,诚迈科技
300602,飞荣达
300613,富瀚微
300618,寒锐钴业
300620,光库科技
300624,万兴科技
300633,开立医疗
300634,彩讯股份
300638,广和通
300641,正丹股份
300655,晶瑞电材
300657,弘信电子
300660,江苏雷利
300663,科蓝软件
300666,江丰电子
300672,国科微
300674,宇信科技
300678,中科信息
300682,朗新集团
300685,艾德生物
300687,赛意信息
300693,盛弘股份
300702,天宇股份
300705,九典制药
300718,长盛轴承
300723,一品红
300725,药石科技
300726,宏达电子
300738,奥飞数据
300747,锐科激光
300755,华致酒行
300761,立华股份
300762,上海瀚讯
300768,迪普科技
300770,新媒股份
300772,运达股份
300773,拉卡拉
300775,三角防务
300776,帝尔激光
300777,中简科技
300779,惠城环保
300783,三只松鼠
300811,铂科新材
300820,英杰电气
300821,东岳硅材
300827,上能电气
300841,康华生物
300850,新强联
300855,图南股份
300856,科思股份
300861,美畅股份
300870,欧陆通
300910,瑞丰新材
300913,兆龙互连
300917,特发服务
300925,法本信息
300926,博俊科技
300953,震裕科技
300972,万辰集团
301004,嘉益股份
301015,百洋医药
301029,怡合达
301031,中熔电气
301035,润丰股份
301039,中集车辆
301047,义翘神州
301050,雷电微力
301061,匠心家居
301069,凯盛新材
301071,力量钻石
301078,孩子王
301087,可孚医疗
301090,华润材料
301091,深城交
301095,广立微
301109,军信股份
301153,中科江南
301155,海力风电
301171,易点天下
301175,中科环保
301177,迪阿股份
301205,联特科技
301207,华兰疫苗
301215,中汽股份
301217,铜冠铜箔
301219,腾远钴业
301238,瑞泰新材
301239,普瑞眼科
301262,海看股份
301268,铭利达
301291,明阳电气
301293,三博脑科
301297,富乐德
301316,慧博云通
301325,曼恩斯特
301327,华宝新能
301339,通行宝
301363,美好医疗
301371,敷尔佳
301376,致欧科技
301377,鼎泰高科
301381,赛维时代
301458,钧崴电子
301487,盟固利
301500,飞南资源
301508,中机认检
301510,固高科技
301511,德福科技
301522,上大股份
301526,国际复材
301551,无线传媒
301556,托普云农
301558,三态股份
301565,中仑新材
301571,国科天成
301589,诺瓦星云
301592,六九一二
301600,慧翰股份
301602,超研股份
301606,绿联科技
301611,珂玛科技
301622,英思特
301626,苏州天脉
301631,壹连科技
600006,东风股份
600012,皖通高速
600017,日照港
600020,中原高速
600033,福建高速
600037,歌华有线
600055,万东医疗
600057,厦门象屿
600058,五矿发展
600059,古越龙山
600063,皖维高新
600064,南京高科
600072,中船科技
600073,光明肉业
600075,新疆天业
600094,大名城
600100,同方股份
600114,东睦股份
600116,三峡水利
600120,浙江东方
600123,兰花科创
600125,铁龙物流
600129,太极集团
600133,东湖高新
600138,中青旅
600151,航天机电
600158,中体产业
600163,中闽能源
600169,ST太重
600179,安通控股
600185,珠免集团
600186,莲花控股
600195,中牧股份
600197,伊力特
600201,生物股份
600206,有研新材
600210,紫江企业
600211,西藏药业
600216,浙江医药
600217,中再资环
600223,福瑞达
600246,万通发展
600248,陕建股份
600252,中恒集团
600259,广晟有色
600266,城建发展
600267,海正药业
600269,赣粤高速
600273,嘉化能源
600285,羚锐制药
600301,华锡有色
600305,恒顺醋业
600313,农发种业
600315,上海家化
600320,振华重工
600323,瀚蓝环境
600328,中盐化工
600330,天通股份
600331,宏达股份
600335,国机汽车
600338,西藏珠峰
600366,宁波韵升
600388,龙净环保
600389,江山股份
600395,盘江股份
600399,抚顺特钢
600403,大有能源
600409,三友化工
600416,湘电股份
600420,国药现代
600422,昆药集团
600428,中远海特
600446,金证股份
600449,宁夏建材
600452,涪陵电力
600456,宝钛股份
600458,时代新材
600459,贵研铂业
600461,洪城环境
600475,华光环能
600477,杭萧钢构
600478,科力远
600480,凌云股份
600490,鹏欣资源
600502,安徽建工
600507,方大特钢
600508,上海能源
600509,天富能源
600531,豫光金铅
600548,深高速
600550,保变电气
600552,凯盛科技
600556,天下秀
600557,康缘药业
600559,老白干酒
600572,康恩贝
600575,淮河能源
600577,精达股份
600586,金晶科技
600587,新华医疗
600595,中孚实业
600596,新安股份
600597,光明乳业
600601,方正科技
600602,云赛智联
600604,市北高新
600618,氯碱化工
600621,华鑫股份
600623,华谊集团
600633,浙数文化
600635,大众公用
600639,浦东金桥
600640,国脉文化
600641,先导基电
600643,爱建集团
600645,中源协和
600648,外高桥
600649,城投控股
600651,飞乐音响
600657,信达地产
600662,外服控股
600664,哈药股份
600667,太极实业
600675,中华企业
600682,南京新百
600710,苏美达
600717,天津港
600718,东软集团
600728,佳都科技
600729,重庆百货
600740,山西焦化
600746,江苏索普
600750,江中药业
600751,海航科技
600757,长江传媒
600759,洲际油气
600761,安徽合力
600771,广誉远
600773,西藏城投
600775,南京熊猫
600776,东方通信
600780,通宝能源
600782,新钢股份
600783,鲁信创投
600787,中储股份
600789,鲁抗医药
600810,神马股份
600812,华北制药
600821,金开新能
600827,百联股份
600835,上海机电
600850,电科数字
600861,北京人力
600864,哈投股份
600866,星湖科技
600869,远东股份
600874,创业环保
600877,电科芯片
600882,妙可蓝多
600888,新疆众和
600894,广日股份
600903,贵州燃气
600908,无锡银行
600916,中国黄金
600929,雪天盐业
600933,爱柯迪
600961,株冶集团
600963,岳阳林纸
600966,博汇纸业
600967,内蒙一机
600971,恒源煤电
600975,新五丰
600976,健民集团
600986,浙文互联
600987,航民股份
600993,马应龙
600996,贵广网络
600997,开滦股份
601015,陕西黑猫
601020,华钰矿业
601022,宁波远洋
601033,永兴股份
601038,一拖股份
601068,中铝国际
601069,西部黄金
601083,锦江航运
601089,福元医药
601096,宏盛华源
601101,昊华能源
601107,四川成渝
601126,四方股份
601137,博威合金
601163,三角轮胎
601187,厦门银行
601200,上海环境
601208,东材科技
601222,林洋能源
601279,英利汽车
601311,骆驼股份
601326,秦港股份
601369,陕鼓动力
601375,中原证券
601500,通用股份
601515,衢州东峰
601519,大智慧
601528,瑞丰银行
601595,上海电影
601606,长城军工
601609,金田股份
601619,嘉泽新能
601677,明泰铝业
601678,滨化股份
601702,华峰铝业
601718,际华集团
601777,千里科技
601778,晶科科技
601801,皖新传媒
601811,新华文轩
601827,三峰环境
601860,紫金银行
601869,长飞光纤
601882,海天精工
601890,亚星锚链
601900,南方传媒
601908,京运通
601949,中国出版
601952,苏垦农发
601963,重庆银行
601969,海南矿业
601975,招商南油
603005,晶方科技
603008,喜临门
603009,北特科技
603013,亚普股份
603025,大豪科技
603026,石大胜华
603027,千禾味业
603033,三维股份
603039,泛微网络
603043,广州酒家
603055,台华新材
603056,德邦股份
603057,紫燕食品
603063,禾望电气
603072,天和磁材
603083,剑桥科技
603093,南华期货
603099,长白山
603100,川仪股份
603103,横店影视
603108,润达医疗
603118,共进股份
603119,浙江荣泰
603127,昭衍新药
603128,华贸物流
603132,金徽股份
603162,海通发展
603169,兰石重装
603171,税友股份
603193,润本股份
603194,中力股份
603197,保隆科技
603218,日月股份
603219,富佳股份
603220,中贝通信
603227,雪峰科技
603229,奥翔药业
603236,移远通信
603267,鸿远电子
603279,景津装备
603283,赛腾股份
603297,永新光学
603299,苏盐井神
603300,海南华铁
603305,旭升集团
603306,华懋科技
603308,应流股份
603317,天味食品
603323,苏农银行
603327,福蓉科技
603328,依顿电子
603337,杰克科技
603348,文灿股份
603355,莱克电气
603358,华达科技
603360,百傲化学
603368,柳药集团
603383,顶点软件
603393,新天然气
603395,红四方
603444,吉比特
603456,九洲药业
603477,巨星农牧
603496,恒为科技
603505,金石资源
603508,思维列控
603516,淳中科技
603530,神马电力
603533,掌阅科技
603567,珍宝岛
603583,捷昌驱动
603588,高能环境
603599,广信股份
603609,禾丰股份
603612,索通发展
603613,国联股份
603619,中曼石油
603636,南威软件
603638,艾迪精密
603662,柯力传感
603667,五洲新春
603678,火炬电子
603690,至纯科技
603693,江苏新能
603698,航天工程
603699,纽威股份
603713,密尔克卫
603730,岱美股份
603733,仙鹤股份
603766,隆鑫通用
603866,桃李面包
603871,嘉友国际
603876,鼎胜新材
603877,太平鸟
603881,数据港
603883,老百姓
603888,新华网
603915,国茂股份
603919,金徽酒
603920,世运电路
603983,丸美生物
603997,继峰股份
605009,豪悦护理
605011,杭州热电
605020,永和股份
605090,九丰能源
605111,新洁能
605116,奥锐特
605123,派克新材
605168,三人行
605222,起帆电缆
605296,神农集团
605333,沪光股份
605368,蓝天燃气
605376,博迁新材
605507,国邦医药
605555,德昌股份
605577,龙版传媒
605599,菜百股份
688001,华兴源创
688003,天准科技
688005,容百科技
688006,杭可科技
688007,光峰科技
688016,心脉医疗
688018,乐鑫科技
688019,安集科技
688029,南微医学
688037,芯源微
688048,长光华芯
688050,爱博医疗
688062,迈威生物
688063,派能科技
688083,中望软件
688088,虹软科技
688091,上海谊众
688097,博众精工
688105,诺唯赞
688106,金宏气体
688107,安路科技
688110,东芯股份
688116,天奈科技
688123,聚辰股份
688127,蓝特光学
688128,中国电研
688131,皓元医药
688139,海尔生物
688141,杰华特
688146,中船特气
688147,微导纳米
688150,莱特光电
688165,埃夫特
688166,博瑞医药
688177,百奥泰
688185,康希诺
688190,云路股份
688192,迪哲医药
688200,华峰测控
688206,概伦电子
688208,道通科技
688209,英集芯
688232,新点软件
688252,天德钰
688262,国芯科技
688266,泽璟制药
688270,臻镭科技
688276,百克生物
688279,峰岹科技
688289,圣湘生物
688300,联瑞新材
688306,均普智能
688321,微芯生物
688322,奥比中光
688326,经纬恒润
688327,云从科技
688331,荣昌生物
688332,中科蓝讯
688333,铂力特
688336,三生国健
688337,普源精电
688343,云天励飞
688347,华虹公司
688348,昱能科技
688351,微电生理
688352,颀中科技
688362,甬矽电子
688366,昊海生科
688372,伟测科技
688380,中微半导
688389,普门科技
688390,固德威
688400,凌云光
688403,汇成股份
688408,中信博
688409,富创精密
688432,有研硅
688433,华曙高科
688439,振华风光
688443,智翔金泰
688484,南芯科技
688498,源杰科技
688502,茂莱光学
688503,聚和材料
688515,裕太微
688516,奥特维
688522,纳睿雷达
688523,航天环宇
688536,思瑞浦
688543,国科军工
688548,广钢气体
688549,中巨芯
688556,高测股份
688559,海目星
688567,孚能科技
688575,亚辉龙
688584,上海合晶
688586,江航装备
688596,正帆科技
688612,威迈斯
688629,华丰科技
688630,芯碁微装
688631,莱斯信息
688639,华恒生物
688652,京仪装备
688658,悦康药业
688660,电气风电
688686,奥普特
688690,纳微科技
688696,极米科技
688698,伟创电气
688700,东威科技
688709,成都华微
688717,艾罗能源
688739,成大生物
688766,普冉股份
688776,国光电气
688779,五矿新能
688789,宏华数科
688798,艾为电子
